1476,59,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,103,0,41,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,5614,0,0,0,87,61,0,0,0,0,0,0,0
944,842,13,0,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4176,0,22,419,0,122,17,0,0,0,0,0,17,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,5583,0,0,0,112,86,0,0,0,0,0,0,0
307,63,4,0,0,89,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2978,0,2,91,0,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,0,0,0,1,0,0,0,0,0,0,0,0
35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1266,0,0,0,8,3,0,0,0,0,0,0,0
5721,224409,810,0,104,30,1,26,0,0,41,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2349,3,306,20588,0,4570,18,0,0,16,0,20,85,0,1664,4,0,0,0,0,0,14,0,0,5,0,0,0,0,0,0,0,0,0,284,28263,0,0,0,257,153,0,0,0,0,0,0,0
4549,66989,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,874,1,19,10056,0,425,11,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,8893,0,0,0,55,62,0,0,0,0,0,0,0
1453,30,11,0,3,3,0,8,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1542,1,40,99,0,38,4,0,0,0,0,0,15,0,1251,4,0,0,0,0,0,22,0,0,3,0,0,0,0,0,0,0,0,0,3,8441,0,0,0,170,90,0,0,0,0,0,0,0
581,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,2,0,0,0,0,0,0,10,1,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5355,0,0,0,132,64,0,0,0,0,0,0,0
626,501,22,0,15,27,0,38,0,0,27,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,6337,6,54,309,0,145,32,0,0,3,0,0,84,3,3719,0,0,0,0,0,0,41,0,0,3,0,0,0,0,0,0,0,0,0,6,8229,0,0,0,66,51,0,0,0,0,0,0,0
3770,52718,270,0,249,13,0,19,0,0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2902,5,143,7155,0,1993,27,0,0,8,0,11,113,8,5607,4,0,0,0,0,0,34,0,0,8,0,0,0,0,0,0,0,0,0,107,28090,0,0,0,218,139,0,0,0,0,0,0,0
1025,45,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,78,195,0,54,0,0,0,0,0,0,46,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,38,14239,0,0,0,84,85,0,0,0,0,0,0,0
1195,35,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037,0,159,220,0,28,17,0,0,0,0,0,35,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,9884,0,0,0,89,94,0,0,0,0,0,0,0
5505,495,22,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,3,129,1051,0,245,2,0,0,0,0,0,80,2,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,94,35095,0,0,0,307,196,0,0,0,0,0,0,0
1693,8388,4,0,0,59,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3780,8,107,2620,0,443,18,0,0,0,0,0,137,6,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,12,20641,0,0,0,175,169,0,0,0,0,0,0,0
5280,386669,3859,0,1563,6,6,161,0,4,88,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,2463,11,144,18287,0,6601,16,0,0,33,0,31,47,27,11247,5,0,0,0,0,0,63,0,0,2,0,0,0,0,0,0,0,0,0,138,20536,0,0,0,240,92,0,0,0,0,0,0,0
1408,482,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,1,0,867,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,0,5,143,3,0,3,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,66,1,3032,5,761,5616,3,2,90,57,0,8,3900,0,73,0,2,309,0,0,1,0,2,24,424,1,398,2,0,2,0,0,0,21578,0,337,1171202,9352,42,265,2562,4,1847,128,0,42,12,0
277,247,13,1,0,28,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5408,9,1,258,9,19,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140,0,0,0,5,10,0,0,0,0,0,0,0
40,28,10,5,486,15,4,49,0,1,7,0,4,0,0,6,4,20,0,0,7,0,0,0,0,0,348,21,9981,99,578,4802,16,5,405,74,0,8,2172,2,559,1918,0,57,2,0,31,0,1,54,871,2,375,35,0,0,17,0,2,4252,1238,14463,783991,10091,1,38413,12104,32,13087,225,0,602,16,60
3404,167,6,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,8,142,459,9,116,1,0,0,0,0,0,151,6,0,4,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,34,32594,0,0,12,370,193,2,0,0,0,0,0,0
154,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,117,3,4,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,3767,0,0,0,10,12,0,0,0,0,0,0,0
1903,8936,50,0,10,0,3,19,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,28,624,4344,0,1815,0,0,0,7,0,11,235,19,1274,4,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,875,56446,0,0,0,306,125,0,0,0,0,0,0,0
460,204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,35,385,657,7,373,0,0,0,0,0,0,217,16,0,2,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,762,54399,0,0,2,242,150,17,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,1,26,3,0,0,0,0,0,0,0
2147,425,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,79,710,15,186,0,0,0,0,0,0,43,13,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,10,19589,0,0,8,287,169,1,0,0,0,0,0,0
37,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2770,886,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,65,887,40,21,0,0,0,0,0,0,94,3,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,7769,0,0,0,62,53,3,0,0,0,0,0,0
1023,11,13,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1248,6,0,193,2,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
