Graphlet,Enrichment,Z,p_value
"((1, 3), (1, 6), (2, 6))",1.6551231971153844,4.4684116700313234,7.880253998034293e-06
"((0, 4), (0, 5), (4, 5))",1.6226049591434204,0.6912277642281935,0.4894224186120574
"((1, 3), (1, 7), (2, 7))",1.6201612769760358,2.0088614372014613,0.044551830553112626
"((0, 5), (0, 7), (4, 7))",1.6179952859640356,1.4575309684348285,0.14496986931018216
"((0, 2), (0, 5), (3, 4))",1.47989953016854,5.036490403661611,4.7414486935614545e-07
"((2, 4), (3, 5), (4, 5))",1.4274043625547383,0.8762763004863333,0.38087984566242017
"((0, 1), (0, 6), (1, 6))",1.3856852823844064,5.022670585460711,5.095790260071255e-07
"((1, 2), (1, 3), (2, 3))",1.3568094641207848,2.16601737102444,0.03030985954759519
"((1, 2), (1, 4), (3, 5))",1.265631868131868,0.4089659051963121,0.6825646822642413
"((1, 5), (1, 5), (4, 4))",1.2066405522443657,0.5643491173409299,0.572516560254398
"((2, 7), (2, 7), (3, 3))",0.7816872730563441,-4.361539710037332,1.291503497735479e-05
"((1, 1), (1, 4), (1, 5))",0.7583679635943283,-1.177201420163584,0.23911512196759477
"((2, 6), (2, 6), (3, 3))",0.6591674436208217,-30.29553910123392,1.312430232593785e-201
"((0, 3), (0, 7), (2, 7))",0.6574711003282431,-7.834983871885811,4.689028934061398e-15
"((1, 1), (1, 6), (1, 6))",0.6328159340659341,-0.6527699015899715,0.5139046302982659
"((2, 2), (2, 3), (3, 3))",0.5735176864404504,-64.57151100161393,0.0
"((0, 1), (0, 4), (1, 5))",0.5705680757613082,-9.078428614759835,1.101536125767254e-19
"((2, 4), (2, 5), (3, 3))",0.536651784669544,-9.445253907646215,3.54543685307924e-21
"((1, 3), (1, 5), (2, 4))",0.5112009464694013,-9.197585191544606,3.6608392738441326e-20
"((0, 3), (0, 6), (2, 6))",0.4571232038689797,-58.37234513263945,0.0
"((0, 3), (0, 4), (2, 5))",0.4232020959384881,-9.508208330717876,1.939744930703529e-21
"((0, 2), (0, 2), (3, 3))",0.41008159893056606,-85.84039404432927,0.0
"((0, 2), (0, 3), (2, 3))",0.40355498440155213,-80.29099546735841,0.0
"((1, 1), (1, 1), (1, 1))",0.314127044543922,-15.333483869684757,4.568143740912215e-53
"((1, 3), (1, 3), (2, 2))",0.3043250538827765,-46.93127964075087,0.0
"((1, 1), (1, 2), (1, 3))",0.29606929380627506,-10.746270580171114,6.170638233861236e-27
"((0, 1), (0, 2), (1, 3))",0.2722777543757092,-85.66491209349485,0.0
"((1, 2), (1, 2), (3, 3))",0.2701244486902998,-12.716681546309584,4.777210123186906e-37
"((0, 5), (0, 5), (4, 4))",0.1331123125927501,-10.625973246845557,2.2564607675043426e-26
"((0, 1), (0, 5), (1, 4))",0.06801974962432701,-22.88132254561807,7.130609854143568e-116
"((0, 3), (0, 5), (2, 4))",0.058236588565406526,-103.17689122240873,0.0
"((0, 1), (0, 3), (1, 2))",0.03780435022495285,-136.33689158485117,0.0
"((0, 1), (0, 1), (1, 1))",0.02512782204911617,-228.29419107370342,0.0
"((0, 3), (0, 3), (2, 2))",0.016201021851197536,-1127.4055126993064,0.0
