"id"
"P38715"
"P53228"
"P25373"
"Q08749"
"P89113"
"P22943"
"P38889"
"P38230"
"P27882"
"P40553"
"P38636"
"P36775"
"P38067"
"P38205"
"P38013"
"P38720"
"P43565"
"P19880"
"Q07824"
"P33748"
"Q12055"
"Q00582"
"P31378"
"P47137"
"P00431"
"Q12458"
"Q04432"
"Q12438"
"P38699"
"P12611"
"P47140"
"P20604"
"P36152"
"P14065"
"P11412"
"P11792"
"P53938"
"P34078"
"P24814"
"P32642"
"P53615"
"P36077"
"Q01476"
"P38072"
"P50946"
"Q07527"
"P38315"
"P36088"
"P41921"
"Q03533"
"Q03497"
"P32317"
"P00445"
"P34220"
"P23833"
"P33749"
"P38623"
"P52923"
"Q02784"
"P27466"
"P25364"
"P39676"
"P17695"
"Q96VH4"
"P25372"
"Q12172"
"P46683"
"P35169"
"P47170"
"P53879"
"P32485"
"P53214"
"P53978"
"P34227"
"Q07923"
"Q04792"
"P48361"
"Q06630"
"P29509"
"P22517"
"P36060"
"P33751"
"P37261"
"Q12329"
"P38345"
"P40029"
"P54783"
"P53169"
"P32477"
"Q06892"
"Q07551"
"Q12181"
"P38068"
"P38820"
"P38816"
"P53290"
"Q12154"
"P40554"
"Q12123"
"Q08952"
"Q07540"
"Q06151"
"Q05948"
"Q05515"
"Q04925"
"Q04120"
"Q03214"
"P53127"
"P40581"
"P38143"
"P36014"
"P34760"
"P32561"
"P32339"
"P25566"
"P15202"
"P06115"
"Q12458"
"P29509"
"Q05515"
"Q06630"
"P53228"
"P27882"
"P53214"
"P15202"
"Q04925"
"Q12329"
"P27466"
"P53127"
"P11412"
"P53879"
"Q00582"
"P54783"
"Q07824"
"P50946"
"P53938"
"P34760"
"P19880"
"P47170"
"P00445"
"P47141"
"P47140"
"P47137"
"P31378"
"P46683"
"Q08952"
"Q06892"
"P12611"
"P53615"
"Q03533"
"P41921"
"P89113"
"Q04792"
"P22517"
"P52923"
"Q03214"
"P38636"
"P40202"
"P33748"
"P34227"
"P34220"
"P38205"
"P36775"
"Q12172"
"Q01476"
"P14065"
"Q12108"
"P40553"
"P40554"
"P38889"
"P11792"
"P38720"
"P38699"
"P25372"
"P25364"
"P38820"
"P38816"
"P38715"
"P37261"
"P25373"
"P25566"
"P0CX81"
"P0CX80"
"Q02784"
"Q08749"
"P38230"
"P23833"
"P38072"
"P38068"
"P38067"
"Q07551"
"Q07527"
"Q12154"
"P20604"
"P36060"
"P34078"
"Q12438"
"P36077"
"P36088"
"P33749"
"Q03497"
"P36014"
"P32642"
"P22943"
"P43565"
"Q12055"
"P00431"
"P40581"
"P40029"
"Q96VH4"
"P32317"
"P00447"
"P38143"
"P38315"
"Q07923"
"P39676"
"Q04120"
"P53290"
"P48361"
"P06115"
"P24814"
"P35169"
"P53169"
"P38623"
"Q05948"
"P32477"
"P32339"
"P32485"
"Q04432"
"P17695"
"P38013"
"P23542"
