"id1","id2"
"P38827","P40150"
"P38827","P32485"
"P38827","P06115"
"P38827","P23542"
"P38827","P32339"
"P38827","P11412"
"P38827","P34161"
"P38827","P07270"
"P38827","Q03214"
"P38827","P31378"
"P38827","P00447"
"P38827","Q12221"
"P38827","P40573"
"P38827","P38720"
"P38827","P33417"
"P38827","Q12398"
"P38827","P38067"
"P38827","P34760"
"P38827","P00445"
"P38827","P32915"
"P38827","P40489"
"P38827","P89113"
"P38827","P32477"
"P38827","P10080"
"P38827","Q00582"
"P38827","P20604"
"P38827","Q07824"
"P38827","P38230"
"P38827","P53615"
"P38827","P33748"
"P38827","P47137"
"P38827","P03069"
"P38827","Q03465"
"P38827","P53879"
"P38827","P39001"
"P38827","P48361"
"P38827","P14064"
"P38827","Q07551"
"P38827","P22943"
"P38827","P38013"
"P38827","P40581"
"P38827","P33200"
"P38827","P18412"
"P38827","P53978"
"P38827","Q12329"
"P38827","P29509"
"P38827","P43574"
"P38827","P38827"
"Q03330","P03069"
"Q03330","P15108"
"Q03330","P12383"
"Q03330","P39676"
"Q03330","P00447"
"Q03330","P33749"
"Q03330","P19880"
"Q03330","P32339"
"Q03330","P11412"
"Q03330","P34161"
"Q03330","P52488"
"Q03330","Q12221"
"Q03330","P40573"
"Q03330","P33417"
"Q03330","P38720"
"Q03330","Q12398"
"Q03330","Q03533"
"Q03330","P53438"
"Q03330","P00445"
"Q03330","P40489"
"Q03330","P89113"
"Q03330","Q04432"
"Q03330","P32477"
"Q03330","P10080"
"Q03330","P20604"
"Q03330","Q07824"
"Q03330","P38230"
"Q03330","P53615"
"Q03330","P33748"
"Q03330","P06774"
"Q03330","P11746"
"Q03330","Q03465"
"Q03330","P53879"
"Q03330","P48361"
"Q03330","P14064"
"Q03330","Q07551"
"Q03330","P22943"
"Q03330","P38013"
"Q03330","P41813"
"Q03330","P33122"
"Q03330","P33200"
"Q03330","P18412"
"Q03330","P46683"
"Q03330","P40917"
"Q03330","P26798"
"Q03330","P32432"
"Q03330","P53978"
"Q03330","Q12329"
"Q03330","P43574"
"Q03330","P32485"
"Q03330","P06115"
"P07270","P07269"
"P07270","P53978"
"P07270","P38013"
"P07270","P38816"
"P07270","P33122"
"P07270","P38820"
"P07270","P0CX80"
"P07270","P38699"
"P07270","Q12172"
"P07270","Q12154"
"P07270","P36775"
"P07270","P43574"
"P07270","Q07540"
"P07270","Q07807"
"P07270","P12611"
"P07270","P41921"
"P07270","P06115"
"P07270","P39676"
"P07270","P33400"
"P07270","P11412"
"P07270","P31378"
"P07270","P17106"
"P07270","P52488"
"P07270","P47140"
"P07270","P17695"
"P07270","P11938"
"P07270","P0CX81"
"P07270","P22149"
"P07270","P36148"
"P07270","Q03533"
"P07270","P38874"
"P07270","Q12123"
"P07270","P38934"
