(((0, 1), (0, 1), (1, 1)), 0), Orbit 0 : 0
(((0, 1), (0, 1), (1, 1)), 1), Orbit 1 : 1
(((0, 1), (0, 4), (1, 5)), 0), Orbit 0 : 2
(((0, 1), (0, 4), (1, 5)), 1), Orbit 1 : 3
(((0, 1), (0, 4), (1, 5)), 2), Orbit 2 : 4
(((0, 1), (0, 5), (1, 4)), 0), Orbit 0 : 5
(((0, 1), (0, 5), (1, 4)), 1), Orbit 1 : 6
(((0, 1), (0, 5), (1, 4)), 2), Orbit 2 : 7
(((0, 4), (0, 4), (5, 5)), 0), Orbit 0 : 8
(((0, 4), (0, 4), (5, 5)), 1), Orbit 1 : 9
(((0, 5), (0, 5), (4, 4)), 0), Orbit 0 : 10
(((0, 5), (0, 5), (4, 4)), 1), Orbit 1 : 11
(((0, 4), (0, 5), (4, 5)), 0), Orbit 0 : 12
(((0, 4), (0, 5), (4, 5)), 1), Orbit 1 : 13
(((0, 4), (0, 5), (4, 5)), 2), Orbit 2 : 14
(((0, 1), (0, 7), (1, 7)), 0), Orbit 0 : 15
(((0, 1), (0, 7), (1, 7)), 1), Orbit 1 : 16
(((0, 1), (0, 7), (1, 7)), 2), Orbit 2 : 17
(((0, 5), (0, 7), (4, 7)), 0), Orbit 0 : 18
(((0, 5), (0, 7), (4, 7)), 1), Orbit 1 : 19
(((0, 5), (0, 7), (4, 7)), 2), Orbit 2 : 20
(((0, 1), (0, 3), (1, 2)), 0), Orbit 0 : 26
(((0, 1), (0, 3), (1, 2)), 1), Orbit 1 : 27
(((0, 1), (0, 3), (1, 2)), 2), Orbit 2 : 28
(((0, 1), (0, 2), (1, 3)), 0), Orbit 0 : 29
(((0, 1), (0, 2), (1, 3)), 1), Orbit 1 : 30
(((0, 1), (0, 2), (1, 3)), 2), Orbit 2 : 31
(((0, 1), (0, 6), (1, 6)), 0), Orbit 0 : 32
(((0, 1), (0, 6), (1, 6)), 1), Orbit 1 : 33
(((0, 1), (0, 6), (1, 6)), 2), Orbit 2 : 34
(((0, 2), (0, 4), (3, 5)), 0), Orbit 0 : 35
(((0, 2), (0, 4), (3, 5)), 1), Orbit 1 : 36
(((0, 2), (0, 4), (3, 5)), 2), Orbit 2 : 37
(((0, 3), (0, 5), (2, 4)), 0), Orbit 0 : 38
(((0, 3), (0, 5), (2, 4)), 1), Orbit 1 : 39
(((0, 3), (0, 5), (2, 4)), 2), Orbit 2 : 40
(((0, 3), (0, 4), (2, 5)), 0), Orbit 0 : 41
(((0, 3), (0, 4), (2, 5)), 1), Orbit 1 : 42
(((0, 3), (0, 4), (2, 5)), 2), Orbit 2 : 43
(((0, 5), (0, 6), (4, 6)), 0), Orbit 0 : 47
(((0, 5), (0, 6), (4, 6)), 1), Orbit 1 : 48
(((0, 5), (0, 6), (4, 6)), 2), Orbit 2 : 49
(((0, 3), (0, 7), (2, 7)), 0), Orbit 0 : 50
(((0, 3), (0, 7), (2, 7)), 1), Orbit 1 : 51
(((0, 3), (0, 7), (2, 7)), 2), Orbit 2 : 52
(((0, 2), (0, 2), (3, 3)), 0), Orbit 0 : 59
(((0, 2), (0, 2), (3, 3)), 1), Orbit 1 : 60
(((0, 3), (0, 3), (2, 2)), 0), Orbit 0 : 61
(((0, 3), (0, 3), (2, 2)), 1), Orbit 1 : 62
(((0, 2), (0, 3), (2, 3)), 0), Orbit 0 : 63
(((0, 2), (0, 3), (2, 3)), 1), Orbit 1 : 64
(((0, 2), (0, 3), (2, 3)), 2), Orbit 2 : 65
(((0, 3), (0, 6), (2, 6)), 0), Orbit 0 : 66
(((0, 3), (0, 6), (2, 6)), 1), Orbit 1 : 67
(((0, 3), (0, 6), (2, 6)), 2), Orbit 2 : 68
(((0, 2), (0, 6), (3, 6)), 0), Orbit 0 : 69
(((0, 2), (0, 6), (3, 6)), 1), Orbit 1 : 70
(((0, 2), (0, 6), (3, 6)), 2), Orbit 2 : 71
(((0, 6), (0, 6), (6, 6)), 0), Orbit 0 : 72
(((0, 6), (0, 6), (6, 6)), 1), Orbit 1 : 73
(((1, 1), (1, 1), (1, 1)), 0), Orbit 0 : 74
(((1, 1), (1, 4), (1, 5)), 0), Orbit 0 : 75
(((1, 1), (1, 4), (1, 5)), 1), Orbit 1 : 76
(((1, 1), (1, 4), (1, 5)), 2), Orbit 2 : 77
(((1, 5), (1, 5), (4, 4)), 0), Orbit 0 : 80
(((1, 5), (1, 5), (4, 4)), 1), Orbit 1 : 81
(((1, 4), (1, 5), (4, 5)), 0), Orbit 0 : 82
(((1, 4), (1, 5), (4, 5)), 1), Orbit 1 : 83
(((1, 4), (1, 5), (4, 5)), 2), Orbit 2 : 84
(((4, 4), (4, 5), (5, 5)), 0), Orbit 0 : 86
(((4, 4), (4, 5), (5, 5)), 1), Orbit 1 : 87
(((4, 4), (4, 5), (5, 5)), 2), Orbit 2 : 88
(((1, 1), (1, 7), (1, 7)), 0), Orbit 0 : 89
(((1, 1), (1, 7), (1, 7)), 1), Orbit 1 : 90
(((1, 1), (1, 2), (1, 3)), 0), Orbit 0 : 110
(((1, 1), (1, 2), (1, 3)), 1), Orbit 1 : 111
(((1, 1), (1, 2), (1, 3)), 2), Orbit 2 : 112
(((1, 2), (1, 4), (3, 5)), 0), Orbit 0 : 113
(((1, 2), (1, 4), (3, 5)), 1), Orbit 1 : 114
(((1, 2), (1, 4), (3, 5)), 2), Orbit 2 : 115
(((1, 2), (1, 5), (3, 4)), 0), Orbit 0 : 116
(((1, 2), (1, 5), (3, 4)), 1), Orbit 1 : 117
(((1, 2), (1, 5), (3, 4)), 2), Orbit 2 : 118
(((1, 3), (1, 5), (2, 4)), 0), Orbit 0 : 122
(((1, 3), (1, 5), (2, 4)), 1), Orbit 1 : 123
(((1, 3), (1, 5), (2, 4)), 2), Orbit 2 : 124
(((2, 4), (3, 4), (5, 5)), 0), Orbit 0 : 131
(((2, 4), (3, 4), (5, 5)), 1), Orbit 1 : 132
(((2, 4), (3, 4), (5, 5)), 2), Orbit 2 : 133
(((2, 4), (3, 5), (4, 5)), 0), Orbit 0 : 134
(((2, 4), (3, 5), (4, 5)), 1), Orbit 1 : 135
(((2, 4), (3, 5), (4, 5)), 2), Orbit 2 : 136
(((1, 1), (1, 6), (1, 6)), 0), Orbit 0 : 137
(((1, 1), (1, 6), (1, 6)), 1), Orbit 1 : 138
(((1, 5), (1, 6), (4, 6)), 0), Orbit 0 : 142
(((1, 5), (1, 6), (4, 6)), 1), Orbit 1 : 143
(((1, 5), (1, 6), (4, 6)), 2), Orbit 2 : 144
(((4, 6), (4, 6), (5, 5)), 0), Orbit 0 : 150
(((4, 6), (4, 6), (5, 5)), 1), Orbit 1 : 151
(((1, 3), (1, 7), (2, 7)), 0), Orbit 0 : 163
(((1, 3), (1, 7), (2, 7)), 1), Orbit 1 : 164
(((1, 3), (1, 7), (2, 7)), 2), Orbit 2 : 165
(((2, 7), (3, 5), (4, 7)), 0), Orbit 0 : 175
(((2, 7), (3, 5), (4, 7)), 1), Orbit 1 : 176
(((2, 7), (3, 5), (4, 7)), 2), Orbit 2 : 177
(((1, 2), (1, 2), (3, 3)), 0), Orbit 0 : 184
(((1, 2), (1, 2), (3, 3)), 1), Orbit 1 : 185
(((1, 2), (1, 3), (2, 3)), 0), Orbit 0 : 186
(((1, 2), (1, 3), (2, 3)), 1), Orbit 1 : 187
(((1, 2), (1, 3), (2, 3)), 2), Orbit 2 : 188
(((1, 3), (1, 3), (2, 2)), 0), Orbit 0 : 189
(((1, 3), (1, 3), (2, 2)), 1), Orbit 1 : 190
(((1, 3), (1, 6), (2, 6)), 0), Orbit 0 : 194
(((1, 3), (1, 6), (2, 6)), 1), Orbit 1 : 195
(((1, 3), (1, 6), (2, 6)), 2), Orbit 2 : 196
(((2, 4), (2, 5), (3, 3)), 0), Orbit 0 : 199
(((2, 4), (2, 5), (3, 3)), 1), Orbit 1 : 200
(((2, 4), (2, 5), (3, 3)), 2), Orbit 2 : 201
(((2, 2), (3, 4), (3, 5)), 0), Orbit 0 : 202
(((2, 2), (3, 4), (3, 5)), 1), Orbit 1 : 203
(((2, 2), (3, 4), (3, 5)), 2), Orbit 2 : 204
(((2, 3), (2, 4), (3, 5)), 0), Orbit 0 : 205
(((2, 3), (2, 4), (3, 5)), 1), Orbit 1 : 206
(((2, 3), (2, 4), (3, 5)), 2), Orbit 2 : 207
(((2, 6), (3, 5), (4, 6)), 0), Orbit 0 : 214
(((2, 6), (3, 5), (4, 6)), 1), Orbit 1 : 215
(((2, 6), (3, 5), (4, 6)), 2), Orbit 2 : 216
(((2, 7), (2, 7), (3, 3)), 0), Orbit 0 : 226
(((2, 7), (2, 7), (3, 3)), 1), Orbit 1 : 227
(((2, 2), (3, 7), (3, 7)), 0), Orbit 0 : 231
(((2, 2), (3, 7), (3, 7)), 1), Orbit 1 : 232
(((2, 7), (3, 6), (6, 7)), 0), Orbit 0 : 233
(((2, 7), (3, 6), (6, 7)), 1), Orbit 1 : 234
(((2, 7), (3, 6), (6, 7)), 2), Orbit 2 : 235
(((2, 6), (3, 7), (6, 7)), 0), Orbit 0 : 236
(((2, 6), (3, 7), (6, 7)), 1), Orbit 1 : 237
(((2, 6), (3, 7), (6, 7)), 2), Orbit 2 : 238
(((2, 3), (2, 3), (2, 3)), 0), Orbit 0 : 241
(((2, 2), (2, 3), (3, 3)), 0), Orbit 0 : 242
(((2, 2), (2, 3), (3, 3)), 1), Orbit 1 : 243
(((2, 2), (2, 3), (3, 3)), 2), Orbit 2 : 244
