((0, 1), (0, 1), (1, 1)) : 71727
((0, 1), (0, 4), (1, 5)) : 347
((0, 1), (0, 5), (1, 4)) : 1885
((0, 4), (0, 4), (5, 5)) : 1
((0, 5), (0, 5), (4, 4)) : 49
((0, 4), (0, 5), (4, 5)) : 6
((0, 1), (0, 7), (1, 7)) : 37
((0, 5), (0, 7), (4, 7)) : 8
((0, 4), (0, 7), (5, 7)) : 0
((0, 7), (0, 7), (7, 7)) : 0
((0, 1), (0, 3), (1, 2)) : 71369
((0, 1), (0, 2), (1, 3)) : 11767
((0, 1), (0, 6), (1, 6)) : 16
((0, 2), (0, 4), (3, 5)) : 47
((0, 2), (0, 5), (3, 4)) : 44
((0, 3), (0, 5), (2, 4)) : 13741
((0, 3), (0, 4), (2, 5)) : 119
((0, 4), (0, 6), (5, 6)) : 0
((0, 5), (0, 6), (4, 6)) : 16
((0, 3), (0, 7), (2, 7)) : 1109
((0, 2), (0, 7), (3, 7)) : 0
((0, 6), (0, 7), (6, 7)) : 0
((0, 2), (0, 2), (3, 3)) : 2562
((0, 3), (0, 3), (2, 2)) : 882738
((0, 2), (0, 3), (2, 3)) : 6458
((0, 3), (0, 6), (2, 6)) : 2720
((0, 2), (0, 6), (3, 6)) : 9
((0, 6), (0, 6), (6, 6)) : 1
((1, 1), (1, 1), (1, 1)) : 42900
((1, 1), (1, 4), (1, 5)) : 106
((1, 4), (1, 4), (5, 5)) : 0
((1, 5), (1, 5), (4, 4)) : 39
((1, 4), (1, 5), (4, 5)) : 1
((4, 5), (4, 5), (4, 5)) : 0
((4, 4), (4, 5), (5, 5)) : 4
((1, 1), (1, 7), (1, 7)) : 38
((1, 5), (1, 7), (4, 7)) : 0
((1, 4), (1, 7), (5, 7)) : 0
((1, 7), (1, 7), (7, 7)) : 0
((4, 4), (5, 7), (5, 7)) : 0
((4, 7), (4, 7), (5, 5)) : 0
((4, 5), (4, 7), (5, 7)) : 0
((4, 7), (5, 7), (7, 7)) : 0
((7, 7), (7, 7), (7, 7)) : 0
((1, 1), (1, 2), (1, 3)) : 148
((1, 2), (1, 4), (3, 5)) : 8
((1, 2), (1, 5), (3, 4)) : 1
((1, 3), (1, 4), (2, 5)) : 0
((1, 3), (1, 5), (2, 4)) : 90
((2, 5), (3, 4), (4, 5)) : 0
((2, 5), (3, 5), (4, 4)) : 0
((2, 4), (3, 4), (5, 5)) : 1
((2, 4), (3, 5), (4, 5)) : 4
((1, 1), (1, 6), (1, 6)) : 2
((1, 4), (1, 6), (5, 6)) : 0
((1, 5), (1, 6), (4, 6)) : 4
((4, 5), (4, 6), (5, 6)) : 0
((4, 4), (5, 6), (5, 6)) : 0
((4, 6), (4, 6), (5, 5)) : 2
((1, 6), (1, 7), (6, 7)) : 0
((4, 6), (5, 7), (6, 7)) : 0
((4, 7), (5, 6), (6, 7)) : 0
((6, 7), (6, 7), (7, 7)) : 0
((1, 3), (1, 7), (2, 7)) : 5
((1, 2), (1, 7), (3, 7)) : 0
((2, 5), (3, 7), (4, 7)) : 0
((2, 7), (3, 4), (5, 7)) : 0
((2, 7), (3, 5), (4, 7)) : 4
((2, 4), (3, 7), (5, 7)) : 0
((2, 7), (3, 7), (7, 7)) : 0
((1, 2), (1, 2), (3, 3)) : 71
((1, 2), (1, 3), (2, 3)) : 26
((1, 3), (1, 3), (2, 2)) : 4656
((1, 2), (1, 6), (3, 6)) : 0
((1, 3), (1, 6), (2, 6)) : 2
((1, 6), (1, 6), (6, 6)) : 0
((2, 4), (2, 5), (3, 3)) : 94
((2, 2), (3, 4), (3, 5)) : 93
((2, 3), (2, 4), (3, 5)) : 14
((2, 3), (2, 5), (3, 4)) : 0
((2, 5), (3, 6), (4, 6)) : 0
((2, 6), (3, 5), (4, 6)) : 3
((2, 4), (3, 6), (5, 6)) : 0
((2, 6), (3, 4), (5, 6)) : 0
((4, 6), (5, 6), (6, 6)) : 0
((2, 7), (2, 7), (3, 3)) : 73
((2, 3), (2, 7), (3, 7)) : 0
((2, 2), (3, 7), (3, 7)) : 5
((2, 7), (3, 6), (6, 7)) : 1
((2, 6), (3, 7), (6, 7)) : 1
((6, 6), (6, 7), (6, 7)) : 0
((2, 3), (2, 3), (2, 3)) : 1
((2, 2), (2, 3), (3, 3)) : 2027
((2, 3), (2, 6), (3, 6)) : 3
((2, 2), (3, 6), (3, 6)) : 5
((2, 6), (2, 6), (3, 3)) : 219
((2, 6), (3, 6), (6, 6)) : 1
((6, 6), (6, 6), (6, 6)) : 0
