graphlet	id	count
((0, 3), (0, 3), (2, 2))	23	633
((0, 2), (0, 2), (3, 3))	22	42
((0, 2), (0, 3), (2, 3))	24	41
((2, 2), (2, 3), (3, 3))	92	35
((0, 1), (0, 2), (1, 3))	11	29
((0, 1), (0, 3), (1, 2))	10	12
((1, 3), (1, 3), (2, 2))	72	8
((0, 1), (0, 1), (1, 1))	0	3
((1, 1), (1, 2), (1, 3))	44	2
((1, 2), (1, 2), (3, 3))	70	2
((1, 1), (1, 1), (1, 1))	28	2
((1, 2), (1, 3), (2, 3))	71	1
