-8341338367397195154 : ((0, 1), (0, 1), (1, 1))
-7350519475506806652 : ((0, 1), (0, 4), (1, 5))
5329806278949694109 : ((0, 1), (0, 5), (1, 4))
4537651045777894680 : ((0, 4), (0, 4), (5, 5))
5379024211172973046 : ((0, 5), (0, 5), (4, 4))
-1867691527518404624 : ((0, 4), (0, 5), (4, 5))
7187511554547952407 : ((0, 1), (0, 7), (1, 7))
2599273463080671057 : ((0, 5), (0, 7), (4, 7))
8103929667955054117 : ((0, 4), (0, 7), (5, 7))
-2834276168113651908 : ((0, 7), (0, 7), (7, 7))
-5003886953307608673 : ((0, 1), (0, 3), (1, 2))
-17258432920835660 : ((0, 1), (0, 2), (1, 3))
-7807704258022371666 : ((0, 1), (0, 6), (1, 6))
9217638133653653469 : ((0, 2), (0, 4), (3, 5))
-947137568583765514 : ((0, 2), (0, 5), (3, 4))
3988949173538010950 : ((0, 3), (0, 5), (2, 4))
4085227905524189716 : ((0, 3), (0, 4), (2, 5))
3927369974075458263 : ((0, 4), (0, 6), (5, 6))
-9183364819268468093 : ((0, 5), (0, 6), (4, 6))
5003834622050860456 : ((0, 3), (0, 7), (2, 7))
-421650107808961790 : ((0, 2), (0, 7), (3, 7))
-8575263725445087966 : ((0, 6), (0, 7), (6, 7))
-6294202280454295283 : ((0, 2), (0, 2), (3, 3))
-4279130819452769707 : ((0, 3), (0, 3), (2, 2))
-2918869872074322606 : ((0, 2), (0, 3), (2, 3))
7269583030426904794 : ((0, 3), (0, 6), (2, 6))
1154374762668545159 : ((0, 2), (0, 6), (3, 6))
8342592560035356493 : ((0, 6), (0, 6), (6, 6))
-1843294385986578044 : ((1, 1), (1, 1), (1, 1))
4878099703711633160 : ((1, 1), (1, 4), (1, 5))
50566052162383552 : ((1, 4), (1, 4), (5, 5))
-8121027522409268216 : ((1, 5), (1, 5), (4, 4))
7891341302073579006 : ((1, 4), (1, 5), (4, 5))
7234541634539197150 : ((4, 5), (4, 5), (4, 5))
23028963511851296 : ((4, 4), (4, 5), (5, 5))
7799289631285695075 : ((1, 1), (1, 7), (1, 7))
499936514573124586 : ((1, 5), (1, 7), (4, 7))
3814575806821854259 : ((1, 4), (1, 7), (5, 7))
6462280194626307985 : ((1, 7), (1, 7), (7, 7))
-3172826574600874736 : ((4, 4), (5, 7), (5, 7))
-2393661864384513681 : ((4, 7), (4, 7), (5, 5))
-8286610532331752550 : ((4, 5), (4, 7), (5, 7))
5602672393495286389 : ((4, 7), (5, 7), (7, 7))
8105393857023052296 : ((7, 7), (7, 7), (7, 7))
8045715870436983625 : ((1, 1), (1, 2), (1, 3))
-2202387825699079949 : ((1, 2), (1, 4), (3, 5))
546736480447541252 : ((1, 2), (1, 5), (3, 4))
-9212440367256707481 : ((1, 3), (1, 4), (2, 5))
4981070610509138673 : ((1, 3), (1, 5), (2, 4))
-4735541697033490635 : ((2, 5), (3, 4), (4, 5))
965398978632873269 : ((2, 5), (3, 5), (4, 4))
5703760535366763519 : ((2, 4), (3, 4), (5, 5))
-2662124823359667430 : ((2, 4), (3, 5), (4, 5))
-2590132992797352348 : ((1, 1), (1, 6), (1, 6))
-5841451392818125613 : ((1, 4), (1, 6), (5, 6))
-5361454488461703791 : ((1, 5), (1, 6), (4, 6))
-5417140937576491579 : ((4, 5), (4, 6), (5, 6))
5169051474938947054 : ((4, 4), (5, 6), (5, 6))
-1644053996892024311 : ((4, 6), (4, 6), (5, 5))
4776980101685748901 : ((1, 6), (1, 7), (6, 7))
-7184344452471006494 : ((4, 6), (5, 7), (6, 7))
6234779659370327394 : ((4, 7), (5, 6), (6, 7))
-8980991551941972210 : ((6, 7), (6, 7), (7, 7))
-5448430612597236774 : ((1, 3), (1, 7), (2, 7))
1561621928960390758 : ((1, 2), (1, 7), (3, 7))
-971531942374019928 : ((2, 5), (3, 7), (4, 7))
-6956495728392779139 : ((2, 7), (3, 4), (5, 7))
-2606212211217481174 : ((2, 7), (3, 5), (4, 7))
-3248398585875494688 : ((2, 4), (3, 7), (5, 7))
-2055217550955693354 : ((2, 7), (3, 7), (7, 7))
-5194309233978647355 : ((1, 2), (1, 2), (3, 3))
-2267815650128424632 : ((1, 2), (1, 3), (2, 3))
-4173501096111580938 : ((1, 3), (1, 3), (2, 2))
6411222173101719783 : ((1, 2), (1, 6), (3, 6))
1466782870810614376 : ((1, 3), (1, 6), (2, 6))
6521667687120463820 : ((1, 6), (1, 6), (6, 6))
1907984609709549809 : ((2, 4), (2, 5), (3, 3))
2875241867755641746 : ((2, 2), (3, 4), (3, 5))
-2895171585430390731 : ((2, 3), (2, 4), (3, 5))
-8034896395004035147 : ((2, 3), (2, 5), (3, 4))
6570375050713237661 : ((2, 5), (3, 6), (4, 6))
6313922681567828282 : ((2, 6), (3, 5), (4, 6))
-2148799695043877291 : ((2, 4), (3, 6), (5, 6))
3839142555054250911 : ((2, 6), (3, 4), (5, 6))
1157533597068815296 : ((4, 6), (5, 6), (6, 6))
1602677042922170563 : ((2, 7), (2, 7), (3, 3))
-7020010946491185641 : ((2, 3), (2, 7), (3, 7))
-6076917253486616461 : ((2, 2), (3, 7), (3, 7))
1028311750496488780 : ((2, 7), (3, 6), (6, 7))
-4210527261243221009 : ((2, 6), (3, 7), (6, 7))
1613381703327157617 : ((6, 6), (6, 7), (6, 7))
