"id1","id2"
"BSU_13180","BSU_29740"
"BSU_13180","BSU_21860"
"BSU_13180","BSU_23990"
"BSU_29740","BSU_29470"
"BSU_29740","BSU_13180"
"BSU_29740","BSU_12420"
"BSU_29740","BSU_40100"
"BSU_29740","BSU_40090"
"BSU_29470","BSU_08720"
"BSU_29470","BSU_29740"
"BSU_12420","BSU_08820"
"BSU_12420","BSU_29740"
"BSU_12420","BSU_21860"
"BSU_40100","BSU_29740"
"BSU_40100","BSU_40090"
"BSU_40090","BSU_40100"
"BSU_40090","BSU_29740"
"BSU_11500","BSU_25200"
"BSU_25200","BSU_11500"
"BSU_21860","BSU_12420"
"BSU_21860","BSU_13180"
"BSU_21860","BSU_13150"
"BSU_23990","BSU_13150"
"BSU_23990","BSU_13180"
"BSU_08720","BSU_29470"
"BSU_08820","BSU_12420"
"BSU_08820","BSU_39050"
"BSU_08820","BSU_38630"
"BSU_39050","BSU_38630"
"BSU_39050","BSU_08820"
"BSU_38630","BSU_39050"
"BSU_38630","BSU_08820"
"BSU_13150","BSU_21860"
"BSU_13150","BSU_23990"
