"id1","id2"
"BSU_04730","BSU_38630"
"BSU_04730","BSU_29760"
"BSU_04730","BSU_11500"
"BSU_04730","BSU_39050"
"BSU_04730","BSU_04730"
"BSU_29740","BSU_29470"
"BSU_29740","BSU_04730"
"BSU_25760","BSU_17970"
"BSU_25760","BSU_28410"
"BSU_25760","BSU_25760"
"BSU_00370","BSU_14220"
"BSU_00370","BSU_15320"
"BSU_00370","BSU_00370"
"BSU_15320","BSU_17970"
"BSU_15320","BSU_25760"
"BSU_11500","BSU_21680"
"BSU_11500","BSU_21690"
"BSU_25200","BSU_11500"
"BSU_25200","BSU_08730"
"BSU_25200","BSU_40100"
"BSU_25200","BSU_40090"
"BSU_25200","BSU_29740"
"BSU_25200","BSU_13150"
"BSU_25200","BSU_13140"
"BSU_25200","BSU_00370"
"BSU_25200","BSU_29470"
"BSU_25200","BSU_15320"
"BSU_25200","BSU_04730"
"BSU_25200","BSU_21680"
"BSU_25200","BSU_21690"
"BSU_25200","BSU_25200"
"BSU_28410","BSU_25760"
"BSU_28410","BSU_17970"
"BSU_13150","BSU_13140"
"BSU_08730","BSU_11500"
"BSU_08730","BSU_08820"
"BSU_08730","BSU_40090"
"BSU_08730","BSU_40100"
"BSU_08730","BSU_08730"
