orbit	protein	count
17	FBgn0262975	15
17	FBgn0036165	2
17	FBgn0000229	49
17	FBgn0000173	21
17	FBgn0086361	327
17	FBgn0030872	1
17	FBgn0040070	8
17	FBgn0026761	9
17	FBgn0261560	30
17	FBgn0038805	9
17	FBgn0003462	18
17	FBgn0033631	10
17	FBgn0267376	2
17	FBgn0283472	55
17	FBgn0265605	23
17	FBgn0261987	6
17	FBgn0016120	3
17	FBgn0026086	4
17	FBgn0010379	122
17	FBgn0264325	24
17	FBgn0260945	124
17	FBgn0032685	8
17	FBgn0033521	1
17	FBgn0259233	6
17	FBgn0032210	12
17	FBgn0032061	24
17	FBgn0000261	10
17	FBgn0010531	3
17	FBgn0036756	1
17	FBgn0036746	21
17	FBgn0033885	10
17	FBgn0264294	2
17	FBgn0004432	8
17	FBgn0283531	2
17	FBgn0038402	11
17	FBgn0042135	1
17	FBgn0001223	8
17	FBgn0283499	27
17	FBgn0038465	3
17	FBgn0010051	12
17	FBgn0038475	26
17	FBgn0042185	9
17	FBgn0024329	24
17	FBgn0031885	93
17	FBgn0053126	1
17	FBgn0031589	3
17	FBgn0031436	1
17	FBgn0015269	8
17	FBgn0024944	10
17	FBgn0015279	453
17	FBgn0029891	856
17	FBgn0040309	16
17	FBgn0038570	6
17	FBgn0036490	11
17	FBgn0038519	6
17	FBgn0040308	14
17	FBgn0034110	48
17	FBgn0259233	6
17	FBgn0039576	2
17	FBgn0086361	327
17	FBgn0014391	1
17	FBgn0264325	24
17	FBgn0264325	24
17	FBgn0264294	2
17	FBgn0086711	3
17	FBgn0262975	15
17	FBgn0039802	6
17	FBgn0039802	6
17	FBgn0039802	6
17	FBgn0039802	6
17	FBgn0039802	6
17	FBgn0039802	6
17	FBgn0039802	6
17	FBgn0039802	6
17	FBgn0029891	856
17	FBgn0036756	1
17	FBgn0036746	21
17	FBgn0003495	127
17	FBgn0000261	10
17	FBgn0000261	10
17	FBgn0000261	10
17	FBgn0016120	3
17	FBgn0024944	10
17	FBgn0036490	11
17	FBgn0036490	11
17	FBgn0041094	3
17	FBgn0004432	8
17	FBgn0026086	4
17	FBgn0267376	2
17	FBgn0024846	40
17	FBgn0024846	40
17	FBgn0027864	2
17	FBgn0260747	4
17	FBgn0036165	2
17	FBgn0032813	7
17	FBgn0032935	5
17	FBgn0034658	3
17	FBgn0020278	32
17	FBgn0011205	2
17	FBgn0265605	23
17	FBgn0015279	453
17	FBgn0000422	5
17	FBgn0041100	159
17	FBgn0041100	159
17	FBgn0033631	10
17	FBgn0033631	10
17	FBgn0033631	10
17	FBgn0033631	10
17	FBgn0033631	10
17	FBgn0033631	10
17	FBgn0033521	1
17	FBgn0032210	12
17	FBgn0010531	3
17	FBgn0010531	3
17	FBgn0000229	49
17	FBgn0000229	49
17	FBgn0000229	49
17	FBgn0032061	24
17	FBgn0032061	24
17	FBgn0032061	24
17	FBgn0032061	24
17	FBgn0000173	21
17	FBgn0030872	1
17	FBgn0042185	9
17	FBgn0042135	1
17	FBgn0010213	3
17	FBgn0010213	3
17	FBgn0010213	3
17	FBgn0010213	3
17	FBgn0015765	4
17	FBgn0015765	4
17	FBgn0015765	4
17	FBgn0031436	1
17	FBgn0010051	12
17	FBgn0010051	12
17	FBgn0010051	12
17	FBgn0040309	16
17	FBgn0040309	16
17	FBgn0040309	16
17	FBgn0040308	14
17	FBgn0040308	14
17	FBgn0011828	1
17	FBgn0030092	6
17	FBgn0030092	6
17	FBgn0263933	21
17	FBgn0003301	7
17	FBgn0013576	31
17	FBgn0003256	984
17	FBgn0033885	10
17	FBgn0033885	10
17	FBgn0033885	10
17	FBgn0033885	10
17	FBgn0003360	21
17	FBgn0038805	9
17	FBgn0283531	2
17	FBgn0283499	27
17	FBgn0283472	55
17	FBgn0001248	2
17	FBgn0001223	8
17	FBgn0031971	1
17	FBgn0003462	18
17	FBgn0003462	18
17	FBgn0003462	18
17	FBgn0003462	18
17	FBgn0003462	18
17	FBgn0003462	18
17	FBgn0031885	93
17	FBgn0038570	6
17	FBgn0038570	6
17	FBgn0038570	6
17	FBgn0010379	122
17	FBgn0005655	23
17	FBgn0026575	41
17	FBgn0005626	2
17	FBgn0003068	265
17	FBgn0243512	304
17	FBgn0243512	304
17	FBgn0243512	304
17	FBgn0040070	8
17	FBgn0260945	124
17	FBgn0260945	124
17	FBgn0260945	124
17	FBgn0261987	6
17	FBgn0024329	24
17	FBgn0051028	2
17	FBgn0032685	8
17	FBgn0037248	2
17	FBgn0053126	1
17	FBgn0053126	1
17	FBgn0038197	117
17	FBgn0038197	117
17	FBgn0261244	3
17	FBgn0026761	9
17	FBgn0036820	5
17	FBgn0038519	6
17	FBgn0038511	3
17	FBgn0261560	30
17	FBgn0261560	30
17	FBgn0038475	26
17	FBgn0038465	3
17	FBgn0038436	1
17	FBgn0038435	6
17	FBgn0038402	11
17	FBgn0031589	3
17	FBgn0038295	3
17	FBgn0015269	8
27	FBgn0011828	16
27	FBgn0034110	225
27	FBgn0037170	15
27	FBgn0020653	144
27	FBgn0024846	1249
27	FBgn0036892	177
27	FBgn0050487	17
27	FBgn0037292	13
27	FBgn0003495	33
27	FBgn0030718	4
27	FBgn0005626	238
27	FBgn0038295	1
27	FBgn0026872	13
27	FBgn0011455	2
27	FBgn0005655	700
27	FBgn0030876	3
27	FBgn0034658	36
27	FBgn0040305	4
27	FBgn0003360	298
27	FBgn0032813	93
27	FBgn0036820	115
27	FBgn0003256	2817
27	FBgn0260747	8
27	FBgn0033799	3
27	FBgn0267339	46
27	FBgn0029580	13
27	FBgn0038436	3
27	FBgn0000422	96
27	FBgn0001248	111
27	FBgn0039576	7
27	FBgn0032935	27
27	FBgn0027864	10
27	FBgn0032901	2
27	FBgn0261862	95
27	FBgn0014391	24
27	FBgn0037248	113
27	FBgn0041094	125
27	FBgn0003301	30
27	FBgn0243512	524
27	FBgn0003068	167
27	FBgn0015765	1295
27	FBgn0041100	987
27	FBgn0013576	70
27	FBgn0086711	14
27	FBgn0020278	111
27	FBgn0261244	12
27	FBgn0026575	11
27	FBgn0038197	1307
27	FBgn0011205	37
27	FBgn0030092	106
27	FBgn0263933	567
27	FBgn0039802	363
27	FBgn0038511	2
27	FBgn0262975	297
27	FBgn0036165	137
27	FBgn0263986	1
27	FBgn0000229	6788
27	FBgn0000173	214
27	FBgn0086361	241
27	FBgn0040070	394
27	FBgn0044810	4
27	FBgn0026761	585
27	FBgn0261560	1396
27	FBgn0038805	153
27	FBgn0003462	635
27	FBgn0033631	108
27	FBgn0267376	7
27	FBgn0037873	7
27	FBgn0038437	2
27	FBgn0283472	2478
27	FBgn0265605	54
27	FBgn0261987	18
27	FBgn0016120	21
27	FBgn0026086	14
27	FBgn0010379	3750
27	FBgn0264325	268
27	FBgn0260945	2427
27	FBgn0032685	10
27	FBgn0033521	2
27	FBgn0259233	10
27	FBgn0032210	139
27	FBgn0032061	37
27	FBgn0000261	1021
27	FBgn0010531	43
27	FBgn0036756	117
27	FBgn0036746	19
27	FBgn0033885	63
27	FBgn0264294	8
27	FBgn0004432	114
27	FBgn0031820	4
27	FBgn0283531	1
27	FBgn0038402	36
27	FBgn0034415	13
27	FBgn0035438	106
27	FBgn0001223	256
27	FBgn0283499	221
27	FBgn0038465	3
27	FBgn0010051	137
27	FBgn0038475	263
27	FBgn0042185	70
27	FBgn0024329	602
27	FBgn0028707	1
27	FBgn0263316	2
27	FBgn0031885	245
27	FBgn0000565	27
27	FBgn0053126	13
27	FBgn0031589	65
27	FBgn0031436	1
27	FBgn0051216	37
27	FBgn0015269	123
27	FBgn0024944	63
27	FBgn0015279	475
27	FBgn0029891	98
27	FBgn0040309	372
27	FBgn0038570	28
27	FBgn0036490	57
27	FBgn0038519	51
27	FBgn0040308	141
27	FBgn0034110	225
27	FBgn0259233	10
27	FBgn0039576	7
27	FBgn0086361	241
27	FBgn0014391	24
27	FBgn0264325	268
27	FBgn0264325	268
27	FBgn0264294	8
27	FBgn0034415	13
27	FBgn0086711	14
27	FBgn0262975	297
27	FBgn0039802	363
27	FBgn0039802	363
27	FBgn0039802	363
27	FBgn0039802	363
27	FBgn0039802	363
27	FBgn0039802	363
27	FBgn0039802	363
27	FBgn0039802	363
27	FBgn0029891	98
27	FBgn0036756	117
27	FBgn0036746	19
27	FBgn0003495	33
27	FBgn0000261	1021
27	FBgn0000261	1021
27	FBgn0000261	1021
27	FBgn0016120	21
27	FBgn0024944	63
27	FBgn0036490	57
27	FBgn0036490	57
27	FBgn0041094	125
27	FBgn0004432	114
27	FBgn0051216	37
27	FBgn0026086	14
27	FBgn0267376	7
27	FBgn0024846	1249
27	FBgn0024846	1249
27	FBgn0027864	10
27	FBgn0260747	8
27	FBgn0036165	137
27	FBgn0032813	93
27	FBgn0032935	27
27	FBgn0034658	36
27	FBgn0020278	111
27	FBgn0011205	37
27	FBgn0265605	54
27	FBgn0031820	4
27	FBgn0015279	475
27	FBgn0000565	27
27	FBgn0000565	27
27	FBgn0000565	27
27	FBgn0000422	96
27	FBgn0041100	987
27	FBgn0041100	987
27	FBgn0033631	108
27	FBgn0033631	108
27	FBgn0033631	108
27	FBgn0033631	108
27	FBgn0033631	108
27	FBgn0033631	108
27	FBgn0033521	2
27	FBgn0263316	2
27	FBgn0028707	1
27	FBgn0032210	139
27	FBgn0010531	43
27	FBgn0010531	43
27	FBgn0000229	6788
27	FBgn0000229	6788
27	FBgn0000229	6788
27	FBgn0032061	37
27	FBgn0032061	37
27	FBgn0032061	37
27	FBgn0032061	37
27	FBgn0000173	214
27	FBgn0030876	3
27	FBgn0042185	70
27	FBgn0010213	360
27	FBgn0010213	360
27	FBgn0010213	360
27	FBgn0010213	360
27	FBgn0015765	1295
27	FBgn0015765	1295
27	FBgn0015765	1295
27	FBgn0031436	1
27	FBgn0010051	137
27	FBgn0010051	137
27	FBgn0010051	137
27	FBgn0040309	372
27	FBgn0040309	372
27	FBgn0040309	372
27	FBgn0040308	141
27	FBgn0040308	141
27	FBgn0040305	4
27	FBgn0011828	16
27	FBgn0030092	106
27	FBgn0030092	106
27	FBgn0050487	17
27	FBgn0035438	106
27	FBgn0035438	106
27	FBgn0263986	1
27	FBgn0263933	567
27	FBgn0003301	30
27	FBgn0013576	70
27	FBgn0003256	2817
27	FBgn0033885	63
27	FBgn0033885	63
27	FBgn0033885	63
27	FBgn0033885	63
27	FBgn0003360	298
27	FBgn0038805	153
27	FBgn0283531	1
27	FBgn0283499	221
27	FBgn0283472	2478
27	FBgn0001248	111
27	FBgn0001223	256
27	FBgn0011455	2
27	FBgn0003462	635
27	FBgn0003462	635
27	FBgn0003462	635
27	FBgn0003462	635
27	FBgn0003462	635
27	FBgn0003462	635
27	FBgn0031885	245
27	FBgn0038570	28
27	FBgn0038570	28
27	FBgn0038570	28
27	FBgn0010379	3750
27	FBgn0005655	700
27	FBgn0026575	11
27	FBgn0005626	238
27	FBgn0003068	167
27	FBgn0033799	3
27	FBgn0033799	3
27	FBgn0033799	3
27	FBgn0033799	3
27	FBgn0243512	524
27	FBgn0243512	524
27	FBgn0243512	524
27	FBgn0040070	394
27	FBgn0037873	7
27	FBgn0260945	2427
27	FBgn0260945	2427
27	FBgn0260945	2427
27	FBgn0261987	18
27	FBgn0044810	4
27	FBgn0044810	4
27	FBgn0024329	602
27	FBgn0051028	1
27	FBgn0032685	10
27	FBgn0037248	113
27	FBgn0053126	13
27	FBgn0053126	13
27	FBgn0038197	1307
27	FBgn0038197	1307
27	FBgn0261244	12
27	FBgn0026761	585
27	FBgn0030718	4
27	FBgn0036820	115
27	FBgn0038519	51
27	FBgn0038511	2
27	FBgn0261560	1396
27	FBgn0261560	1396
27	FBgn0038475	263
27	FBgn0038465	3
27	FBgn0038437	2
27	FBgn0038436	3
27	FBgn0038402	36
27	FBgn0031589	65
27	FBgn0038295	1
27	FBgn0015269	123
28	FBgn0011828	6
28	FBgn0034110	539
28	FBgn0037170	12
28	FBgn0020653	77
28	FBgn0024846	167
28	FBgn0032231	1
28	FBgn0036892	82
28	FBgn0052262	2
28	FBgn0050487	3
28	FBgn0037292	17
28	FBgn0030481	2
28	FBgn0039930	1
28	FBgn0036217	2
28	FBgn0003495	46
28	FBgn0030718	5
28	FBgn0005626	9
28	FBgn0038295	14
28	FBgn0026872	16
28	FBgn0011455	3
28	FBgn0005655	153
28	FBgn0030876	6
28	FBgn0034658	38
28	FBgn0040305	21
28	FBgn0052263	3
28	FBgn0003360	194
28	FBgn0032813	41
28	FBgn0036820	35
28	FBgn0003256	1271
28	FBgn0260747	647
28	FBgn0267339	37
28	FBgn0029580	16
28	FBgn0038436	1
28	FBgn0031971	6
28	FBgn0000422	29
28	FBgn0001248	83
28	FBgn0039576	19
28	FBgn0040805	5
28	FBgn0032935	53
28	FBgn0027864	9
28	FBgn0032901	1090
28	FBgn0261862	95
28	FBgn0014391	14
28	FBgn0037248	8
28	FBgn0041094	6
28	FBgn0003301	212
28	FBgn0243512	1421
28	FBgn0003068	74
28	FBgn0015765	15
28	FBgn0041100	1990
28	FBgn0013576	123
28	FBgn0086711	53
28	FBgn0020278	145
28	FBgn0261244	42
28	FBgn0026575	105
28	FBgn0038197	209
28	FBgn0011205	26
28	FBgn0030092	376
28	FBgn0263933	335
28	FBgn0039802	20
28	FBgn0038511	9
28	FBgn0262975	130
28	FBgn0036165	3
28	FBgn0000229	75
28	FBgn0000173	117
28	FBgn0086361	224
28	FBgn0030872	7
28	FBgn0040070	31
28	FBgn0026761	94
28	FBgn0261560	211
28	FBgn0038805	229
28	FBgn0003462	257
28	FBgn0033631	63
28	FBgn0267376	344
28	FBgn0037873	10
28	FBgn0038437	52
28	FBgn0283472	99
28	FBgn0265605	70
28	FBgn0261987	40
28	FBgn0016120	26
28	FBgn0026086	126
28	FBgn0010379	162
28	FBgn0264325	131
28	FBgn0260945	1091
28	FBgn0032685	18
28	FBgn0033521	32
28	FBgn0259233	22
28	FBgn0038469	4
28	FBgn0032210	141
28	FBgn0032061	92
28	FBgn0000261	152
28	FBgn0010531	21
28	FBgn0036756	643
28	FBgn0036746	79
28	FBgn0033885	417
28	FBgn0264294	10
28	FBgn0004432	58
28	FBgn0031820	456
28	FBgn0283531	60
28	FBgn0038402	86
28	FBgn0042135	8
28	FBgn0034415	16
28	FBgn0035438	41
28	FBgn0001223	42
28	FBgn0283499	427
28	FBgn0038465	159
28	FBgn0010051	858
28	FBgn0038475	77
28	FBgn0042185	48
28	FBgn0024329	70
28	FBgn0028707	165
28	FBgn0263316	35
28	FBgn0031885	62
28	FBgn0000565	9
28	FBgn0053126	5
28	FBgn0031589	29
28	FBgn0031436	5
28	FBgn0051216	3
28	FBgn0015269	288
28	FBgn0024944	103
28	FBgn0015279	4525
28	FBgn0029891	4611
28	FBgn0040309	50
28	FBgn0038570	90
28	FBgn0036490	30
28	FBgn0038519	119
28	FBgn0040308	78
28	FBgn0034110	539
28	FBgn0259233	22
28	FBgn0039576	19
28	FBgn0086361	224
28	FBgn0014391	14
28	FBgn0264325	131
28	FBgn0264325	131
28	FBgn0264294	10
28	FBgn0034415	16
28	FBgn0086711	53
28	FBgn0262975	130
28	FBgn0039802	20
28	FBgn0039802	20
28	FBgn0039802	20
28	FBgn0039802	20
28	FBgn0039802	20
28	FBgn0039802	20
28	FBgn0039802	20
28	FBgn0039802	20
28	FBgn0029891	4611
28	FBgn0036756	643
28	FBgn0036746	79
28	FBgn0003495	46
28	FBgn0000261	152
28	FBgn0000261	152
28	FBgn0000261	152
28	FBgn0016120	26
28	FBgn0024944	103
28	FBgn0036490	30
28	FBgn0036490	30
28	FBgn0041094	6
28	FBgn0004432	58
28	FBgn0051216	3
28	FBgn0026086	126
28	FBgn0267376	344
28	FBgn0024846	167
28	FBgn0024846	167
28	FBgn0027864	9
28	FBgn0260747	647
28	FBgn0036165	3
28	FBgn0032813	41
28	FBgn0032935	53
28	FBgn0034658	38
28	FBgn0020278	145
28	FBgn0011205	26
28	FBgn0265605	70
28	FBgn0031820	456
28	FBgn0015279	4525
28	FBgn0000565	9
28	FBgn0000565	9
28	FBgn0000565	9
28	FBgn0000422	29
28	FBgn0041100	1990
28	FBgn0041100	1990
28	FBgn0033631	63
28	FBgn0033631	63
28	FBgn0033631	63
28	FBgn0033631	63
28	FBgn0033631	63
28	FBgn0033631	63
28	FBgn0033521	32
28	FBgn0263316	35
28	FBgn0028707	165
28	FBgn0032210	141
28	FBgn0010531	21
28	FBgn0010531	21
28	FBgn0000229	75
28	FBgn0000229	75
28	FBgn0000229	75
28	FBgn0032061	92
28	FBgn0032061	92
28	FBgn0032061	92
28	FBgn0032061	92
28	FBgn0000173	117
28	FBgn0030876	6
28	FBgn0030872	7
28	FBgn0042185	48
28	FBgn0042135	8
28	FBgn0010213	23
28	FBgn0010213	23
28	FBgn0010213	23
28	FBgn0010213	23
28	FBgn0015765	15
28	FBgn0015765	15
28	FBgn0015765	15
28	FBgn0031436	5
28	FBgn0010051	858
28	FBgn0010051	858
28	FBgn0010051	858
28	FBgn0040309	50
28	FBgn0040309	50
28	FBgn0040309	50
28	FBgn0040308	78
28	FBgn0040308	78
28	FBgn0040305	21
28	FBgn0011828	6
28	FBgn0030092	376
28	FBgn0030092	376
28	FBgn0050487	3
28	FBgn0035438	41
28	FBgn0035438	41
28	FBgn0263933	335
28	FBgn0003301	212
28	FBgn0013576	123
28	FBgn0003256	1271
28	FBgn0033885	417
28	FBgn0033885	417
28	FBgn0033885	417
28	FBgn0033885	417
28	FBgn0003360	194
28	FBgn0038805	229
28	FBgn0283531	60
28	FBgn0283499	427
28	FBgn0283472	99
28	FBgn0001248	83
28	FBgn0001223	42
28	FBgn0031971	6
28	FBgn0011455	3
28	FBgn0003462	257
28	FBgn0003462	257
28	FBgn0003462	257
28	FBgn0003462	257
28	FBgn0003462	257
28	FBgn0003462	257
28	FBgn0031904	4
28	FBgn0031885	62
28	FBgn0038570	90
28	FBgn0038570	90
28	FBgn0038570	90
28	FBgn0010379	162
28	FBgn0005655	153
28	FBgn0026575	105
28	FBgn0005626	9
28	FBgn0003068	74
28	FBgn0243512	1421
28	FBgn0243512	1421
28	FBgn0243512	1421
28	FBgn0040070	31
28	FBgn0032231	1
28	FBgn0032231	1
28	FBgn0037873	10
28	FBgn0260945	1091
28	FBgn0260945	1091
28	FBgn0260945	1091
28	FBgn0261987	40
28	FBgn0024329	70
28	FBgn0051028	19
28	FBgn0032685	18
28	FBgn0037248	8
28	FBgn0053126	5
28	FBgn0053126	5
28	FBgn0038197	209
28	FBgn0038197	209
28	FBgn0261244	42
28	FBgn0026761	94
28	FBgn0030718	5
28	FBgn0036820	35
28	FBgn0038519	119
28	FBgn0038511	9
28	FBgn0261560	211
28	FBgn0261560	211
28	FBgn0038475	77
28	FBgn0038469	4
28	FBgn0038465	159
28	FBgn0038437	52
28	FBgn0038436	1
28	FBgn0038402	86
28	FBgn0031589	29
28	FBgn0038295	14
28	FBgn0015269	288
29	FBgn0011828	51
29	FBgn0034110	1564
29	FBgn0010385	1
29	FBgn0020653	263
29	FBgn0024846	822
29	FBgn0036892	109
29	FBgn0003495	18
29	FBgn0030718	7
29	FBgn0005626	148
29	FBgn0005655	471
29	FBgn0040305	7
29	FBgn0003360	164
29	FBgn0036820	47
29	FBgn0003256	6421
29	FBgn0260747	186
29	FBgn0033799	1
29	FBgn0267339	7
29	FBgn0000422	74
29	FBgn0001248	418
29	FBgn0027864	6
29	FBgn0032901	100
29	FBgn0261862	11
29	FBgn0037248	48
29	FBgn0041094	27
29	FBgn0003301	27
29	FBgn0243512	2341
29	FBgn0003068	130
29	FBgn0015765	414
29	FBgn0041100	2937
29	FBgn0013576	22
29	FBgn0086711	16
29	FBgn0020278	26
29	FBgn0261244	8
29	FBgn0038197	4551
29	FBgn0011205	232
29	FBgn0030092	486
29	FBgn0263933	1106
29	FBgn0039802	191
29	FBgn0038511	5
29	FBgn0262975	432
29	FBgn0036165	28
29	FBgn0000229	11652
29	FBgn0000173	133
29	FBgn0086361	182
29	FBgn0030872	6
29	FBgn0040070	214
29	FBgn0026761	628
29	FBgn0261560	1099
29	FBgn0038805	122
29	FBgn0003462	1045
29	FBgn0267376	159
29	FBgn0283472	2861
29	FBgn0026086	46
29	FBgn0010379	4321
29	FBgn0264325	302
29	FBgn0260945	4710
29	FBgn0032210	376
29	FBgn0000261	2012
29	FBgn0036756	423
29	FBgn0036746	249
29	FBgn0033885	68
29	FBgn0031820	9
29	FBgn0283531	7
29	FBgn0038402	12
29	FBgn0035438	179
29	FBgn0283499	2296
29	FBgn0038465	5
29	FBgn0010051	308
29	FBgn0038475	83
29	FBgn0024329	157
29	FBgn0028707	1
29	FBgn0263316	13
29	FBgn0031885	4
29	FBgn0053126	15
29	FBgn0051216	146
29	FBgn0015269	1048
29	FBgn0024944	90
29	FBgn0015279	3173
29	FBgn0029891	1170
29	FBgn0040309	525
29	FBgn0038570	8
29	FBgn0038519	8
29	FBgn0034110	1564
29	FBgn0086361	182
29	FBgn0264325	302
29	FBgn0264325	302
29	FBgn0086711	16
29	FBgn0262975	432
29	FBgn0039802	191
29	FBgn0039802	191
29	FBgn0039802	191
29	FBgn0039802	191
29	FBgn0039802	191
29	FBgn0039802	191
29	FBgn0039802	191
29	FBgn0039802	191
29	FBgn0029891	1170
29	FBgn0036756	423
29	FBgn0036746	249
29	FBgn0003495	18
29	FBgn0000261	2012
29	FBgn0000261	2012
29	FBgn0000261	2012
29	FBgn0024944	90
29	FBgn0041094	27
29	FBgn0051216	146
29	FBgn0026086	46
29	FBgn0267376	159
29	FBgn0024846	822
29	FBgn0024846	822
29	FBgn0027864	6
29	FBgn0260747	186
29	FBgn0036165	28
29	FBgn0020278	26
29	FBgn0011205	232
29	FBgn0031820	9
29	FBgn0015279	3173
29	FBgn0000422	74
29	FBgn0041100	2937
29	FBgn0041100	2937
29	FBgn0263316	13
29	FBgn0028707	1
29	FBgn0032210	376
29	FBgn0000229	11652
29	FBgn0000229	11652
29	FBgn0000229	11652
29	FBgn0000173	133
29	FBgn0030872	6
29	FBgn0010213	527
29	FBgn0010213	527
29	FBgn0010213	527
29	FBgn0010213	527
29	FBgn0015765	414
29	FBgn0015765	414
29	FBgn0015765	414
29	FBgn0010051	308
29	FBgn0010051	308
29	FBgn0010051	308
29	FBgn0040309	525
29	FBgn0040309	525
29	FBgn0040309	525
29	FBgn0040305	7
29	FBgn0011828	51
29	FBgn0030092	486
29	FBgn0030092	486
29	FBgn0035438	179
29	FBgn0035438	179
29	FBgn0263933	1106
29	FBgn0003301	27
29	FBgn0013576	22
29	FBgn0003256	6421
29	FBgn0033885	68
29	FBgn0033885	68
29	FBgn0033885	68
29	FBgn0033885	68
29	FBgn0003360	164
29	FBgn0038805	122
29	FBgn0283531	7
29	FBgn0283499	2296
29	FBgn0283472	2861
29	FBgn0001248	418
29	FBgn0003462	1045
29	FBgn0003462	1045
29	FBgn0003462	1045
29	FBgn0003462	1045
29	FBgn0003462	1045
29	FBgn0003462	1045
29	FBgn0031885	4
29	FBgn0038570	8
29	FBgn0038570	8
29	FBgn0038570	8
29	FBgn0010379	4321
29	FBgn0005655	471
29	FBgn0005626	148
29	FBgn0003068	130
29	FBgn0033799	1
29	FBgn0033799	1
29	FBgn0033799	1
29	FBgn0033799	1
29	FBgn0243512	2341
29	FBgn0243512	2341
29	FBgn0243512	2341
29	FBgn0040070	214
29	FBgn0260945	4710
29	FBgn0260945	4710
29	FBgn0260945	4710
29	FBgn0024329	157
29	FBgn0037248	48
29	FBgn0053126	15
29	FBgn0053126	15
29	FBgn0038197	4551
29	FBgn0038197	4551
29	FBgn0261244	8
29	FBgn0026761	628
29	FBgn0030718	7
29	FBgn0036820	47
29	FBgn0038519	8
29	FBgn0038511	5
29	FBgn0261560	1099
29	FBgn0261560	1099
29	FBgn0038475	83
29	FBgn0038465	5
29	FBgn0038402	12
29	FBgn0015269	1048
30	FBgn0011828	16
30	FBgn0034110	613
30	FBgn0037170	14
30	FBgn0020653	58
30	FBgn0024846	815
30	FBgn0036892	126
30	FBgn0052262	2
30	FBgn0050487	13
30	FBgn0037292	19
30	FBgn0030481	2
30	FBgn0036217	2
30	FBgn0003495	21
30	FBgn0005626	312
30	FBgn0038295	1
30	FBgn0026872	19
30	FBgn0005655	462
30	FBgn0030876	2
30	FBgn0034658	21
30	FBgn0040305	4
30	FBgn0052263	2
30	FBgn0003360	483
30	FBgn0032813	55
30	FBgn0036820	34
30	FBgn0003256	2736
30	FBgn0260747	28
30	FBgn0267339	16
30	FBgn0029580	19
30	FBgn0031971	15
30	FBgn0000422	1
30	FBgn0001248	280
30	FBgn0039576	8
30	FBgn0040805	1
30	FBgn0032935	14
30	FBgn0027864	1
30	FBgn0032901	25
30	FBgn0261862	61
30	FBgn0014391	32
30	FBgn0041094	230
30	FBgn0003301	15
30	FBgn0243512	162
30	FBgn0003068	35
30	FBgn0015765	743
30	FBgn0041100	4208
30	FBgn0013576	80
30	FBgn0086711	18
30	FBgn0020278	246
30	FBgn0261244	3
30	FBgn0026575	7
30	FBgn0038197	1961
30	FBgn0011205	29
30	FBgn0030092	495
30	FBgn0263933	469
30	FBgn0039802	74
30	FBgn0038511	7
30	FBgn0262975	127
30	FBgn0036165	84
30	FBgn0000229	822
30	FBgn0000173	149
30	FBgn0086361	141
30	FBgn0040070	332
30	FBgn0026761	903
30	FBgn0044812	1
30	FBgn0261560	268
30	FBgn0038805	363
30	FBgn0003462	232
30	FBgn0033631	158
30	FBgn0267376	22
30	FBgn0037873	1
30	FBgn0038437	5
30	FBgn0283472	873
30	FBgn0265605	164
30	FBgn0261987	20
30	FBgn0016120	23
30	FBgn0026086	21
30	FBgn0010379	1896
30	FBgn0264325	130
30	FBgn0260945	1899
30	FBgn0032685	18
30	FBgn0033521	8
30	FBgn0259233	42
30	FBgn0032210	159
30	FBgn0032061	81
30	FBgn0000261	396
30	FBgn0010531	20
30	FBgn0036756	473
30	FBgn0036746	39
30	FBgn0033885	52
30	FBgn0264294	8
30	FBgn0004432	124
30	FBgn0031820	12
30	FBgn0283531	27
30	FBgn0038402	50
30	FBgn0042135	6
30	FBgn0034415	9
30	FBgn0035438	79
30	FBgn0001223	148
30	FBgn0283499	323
30	FBgn0038465	6
30	FBgn0010051	174
30	FBgn0038475	89
30	FBgn0042185	116
30	FBgn0024329	289
30	FBgn0028707	16
30	FBgn0263316	1
30	FBgn0031885	187
30	FBgn0000565	16
30	FBgn0053126	12
30	FBgn0031589	46
30	FBgn0031436	1
30	FBgn0051216	33
30	FBgn0015269	314
30	FBgn0024944	57
30	FBgn0015279	1778
30	FBgn0029891	765
30	FBgn0040309	496
30	FBgn0038570	53
30	FBgn0036490	200
30	FBgn0038519	40
30	FBgn0040308	287
30	FBgn0034110	613
30	FBgn0259233	42
30	FBgn0039576	8
30	FBgn0086361	141
30	FBgn0014391	32
30	FBgn0264325	130
30	FBgn0264325	130
30	FBgn0264294	8
30	FBgn0034415	9
30	FBgn0086711	18
30	FBgn0262975	127
30	FBgn0039802	74
30	FBgn0039802	74
30	FBgn0039802	74
30	FBgn0039802	74
30	FBgn0039802	74
30	FBgn0039802	74
30	FBgn0039802	74
30	FBgn0039802	74
30	FBgn0029891	765
30	FBgn0036756	473
30	FBgn0036746	39
30	FBgn0003495	21
30	FBgn0000261	396
30	FBgn0000261	396
30	FBgn0000261	396
30	FBgn0016120	23
30	FBgn0024944	57
30	FBgn0036490	200
30	FBgn0036490	200
30	FBgn0041094	230
30	FBgn0004432	124
30	FBgn0051216	33
30	FBgn0026086	21
30	FBgn0267376	22
30	FBgn0024846	815
30	FBgn0024846	815
30	FBgn0027864	1
30	FBgn0260747	28
30	FBgn0036165	84
30	FBgn0032813	55
30	FBgn0032935	14
30	FBgn0034658	21
30	FBgn0020278	246
