orbit	protein	count
126	WBGene00004932	1
126	WBGene00004932	1
126	WBGene00004932	1
126	WBGene00004932	1
126	WBGene00004931	8
126	WBGene00004931	8
126	WBGene00004931	8
126	WBGene00004931	8
126	WBGene00004931	8
126	WBGene00004931	8
126	WBGene00004930	6
126	WBGene00004930	6
126	WBGene00004930	6
126	WBGene00004930	6
126	WBGene00004930	6
126	WBGene00004930	6
126	WBGene00004930	6
126	WBGene00004930	6
126	WBGene00016204	1
126	WBGene00016204	1
126	WBGene00016204	1
