graphlet_id	total_count	bsub	drerio	elegans	fly
2	882738	65686461	41552292	58895
0	71727	892182	1735169	48078145
1	71369	201181	635254	899499
1	13741	54177	379777	18236
1	11767	80357	438452	952944
2	6458	18337	573377	119272
2	42900	319434	15814	1237946
2	2562	8691	669957	204075
9	2027	9486	725316	3771
2	2720	0	365813	24205
